company_code,company_name,report_year,doc_id,issue_name,original_issue_name,anchor_type,source_page,source_page_warning,evidence_snippet,has_policy_ref,has_scope_statement,has_case_study,has_kpi_value,has_yoy_change,has_method_note,has_assurance,verifiability_score,spotlight_bias_flag,risk_tone,matrix_importance,llm_success
002966,南京银行,2024,2024-1223374205,消费者权益保护,消费者权益保护,,12,,报告范围 编制依据 信息来源 独立鉴证 组织范围：本报告覆盖苏州银行总行及分支机构；本报告中的财务数据来自经审计的本行年度财务 海）有限公司按 AA1000AS v3 鉴证标准对报告中披露的信 时间范围：2024 年 1 月 1 日至 2024 年 12 月 31 日（部 分内容超出；本报告中所涉及货币金额以人民币作为计量币种， 息执行中度鉴证业务，并出具独立鉴证声明,False,True,True,True,True,False,True,4,False,展示性,未出现,False
002966,南京银行,2024,2024-1223374205,普惠金融,普惠金融,,10,,报告范围 编制依据 信息来源 独立鉴证 组织范围：本报告覆盖苏州银行总行及分支机构；本报告中的财务数据来自经审计的本行年度财务 海）有限公司按 AA1000AS v3 鉴证标准对报告中披露的信 时间范围：2024 年 1 月 1 日至 2024 年 12 月 31 日（部 分内容超出；本报告中所涉及货币金额以人民币作为计量币种， 息执行中度鉴证业务，并出具独立鉴证声明,False,True,True,True,True,False,True,4,False,展示性,未出现,False
002966,南京银行,2024,2024-1223374205,员工权益,乡村振兴,,10,,报告范围 编制依据 信息来源 独立鉴证 组织范围：本报告覆盖苏州银行总行及分支机构；本报告中的财务数据来自经审计的本行年度财务 海）有限公司按 AA1000AS v3 鉴证标准对报告中披露的信 时间范围：2024 年 1 月 1 日至 2024 年 12 月 31 日（部 分内容超出；本报告中所涉及货币金额以人民币作为计量币种， 息执行中度鉴证业务，并出具独立鉴证声明,False,True,True,True,True,False,True,4,False,展示性,未出现,False
002966,南京银行,2025,2025-1225240292,公司治理/风险管理,风险管理,,4,,报告语言 报告范围 组织范围：本报告覆盖苏州银行总行及分支机构；独立鉴证 为了保证报告的真实性和可靠性，本报告聘请莱茵技术（上海）有限公司按 AA1000AS v3 鉴证标准对报告中披露的信息执 编制依据 国家金融监督管理总局（原中国银监会）《关于加强银行业金融机；行中度鉴证业务，并出具独立鉴证声明,False,True,True,True,True,False,True,4,False,展示性,未出现,False
002966,南京银行,2025,2025-1225240292,公司治理/风险管理,公司治理,,2,页码可能不准确（封面/目录页）,报告语言 报告范围 组织范围：本报告覆盖苏州银行总行及分支机构；独立鉴证 为了保证报告的真实性和可靠性，本报告聘请莱茵技术（上海）有限公司按 AA1000AS v3 鉴证标准对报告中披露的信息执 编制依据 国家金融监督管理总局（原中国银监会）《关于加强银行业金融机；行中度鉴证业务，并出具独立鉴证声明,False,True,True,True,True,False,True,4,False,展示性,未出现,False
002966,南京银行,2025,2025-1225240292,绿色信贷/绿色金融,绿色金融,,45,,报告语言 报告范围 组织范围：本报告覆盖苏州银行总行及分支机构；独立鉴证 为了保证报告的真实性和可靠性，本报告聘请莱茵技术（上海）有限公司按 AA1000AS v3 鉴证标准对报告中披露的信息执 编制依据 国家金融监督管理总局（原中国银监会）《关于加强银行业金融机；行中度鉴证业务，并出具独立鉴证声明,False,True,True,True,True,False,True,4,False,展示性,未出现,False
002966,南京银行,2025,2025-1225240292,消费者权益保护,消费者权益保护,,12,,报告语言 报告范围 组织范围：本报告覆盖苏州银行总行及分支机构；独立鉴证 为了保证报告的真实性和可靠性，本报告聘请莱茵技术（上海）有限公司按 AA1000AS v3 鉴证标准对报告中披露的信息执 编制依据 国家金融监督管理总局（原中国银监会）《关于加强银行业金融机；行中度鉴证业务，并出具独立鉴证声明,False,True,True,True,True,False,True,4,False,展示性,未出现,False
002966,南京银行,2025,2025-1225240292,普惠金融,普惠金融,,1,页码可能不准确（封面/目录页）,报告语言 报告范围 组织范围：本报告覆盖苏州银行总行及分支机构；独立鉴证 为了保证报告的真实性和可靠性，本报告聘请莱茵技术（上海）有限公司按 AA1000AS v3 鉴证标准对报告中披露的信息执 编制依据 国家金融监督管理总局（原中国银监会）《关于加强银行业金融机；行中度鉴证业务，并出具独立鉴证声明,False,True,True,True,True,False,True,4,False,展示性,未出现,False
002966,南京银行,2025,2025-1225240292,员工权益,乡村振兴,,11,,报告语言 报告范围 组织范围：本报告覆盖苏州银行总行及分支机构；独立鉴证 为了保证报告的真实性和可靠性，本报告聘请莱茵技术（上海）有限公司按 AA1000AS v3 鉴证标准对报告中披露的信息执 编制依据 国家金融监督管理总局（原中国银监会）《关于加强银行业金融机；行中度鉴证业务，并出具独立鉴证声明,False,True,True,True,True,False,True,4,False,展示性,未出现,False
600000,浦发银行,2021,2021-1213175134,公司治理/风险管理,风险管理,,1,页码可能不准确（封面/目录页）,--- ## 第 1 页 2021 浦发银行 企业社会责任报告 SPD BANK Corporate Social Responsibility Report 大连分行志愿者在星海广场开展“守护生物多；深入推进风险管理集约化、垂直化、智能化、专业化“四化” 建设，做到坚持目标导向、标本兼治、融合发展、对标先进和主动作为的“五个坚持”，增 强全员风险意识，实现全行质量、规模与效益的协调发展；进一步升级推出《绿色金融 综合服务方案 3.0》，聚焦绿色能源等六大领域的各类场景，打造立体式、全流程、全覆盖 的服务体系，搭建丰富的“浦发绿创”产品矩阵，满足企业在绿色发展中的金融需求,True,True,True,True,True,True,True,5,False,展示性,未出现,False
600000,浦发银行,2021,2021-1213175134,公司治理/风险管理,公司治理,,12,,--- ## 第 1 页 2021 浦发银行 企业社会责任报告 SPD BANK Corporate Social Responsibility Report 大连分行志愿者在星海广场开展“守护生物多；深入推进风险管理集约化、垂直化、智能化、专业化“四化” 建设，做到坚持目标导向、标本兼治、融合发展、对标先进和主动作为的“五个坚持”，增 强全员风险意识，实现全行质量、规模与效益的协调发展；进一步升级推出《绿色金融 综合服务方案 3.0》，聚焦绿色能源等六大领域的各类场景，打造立体式、全流程、全覆盖 的服务体系，搭建丰富的“浦发绿创”产品矩阵，满足企业在绿色发展中的金融需求,True,True,True,True,True,True,True,5,False,展示性,未出现,False
600000,浦发银行,2021,2021-1213175134,绿色信贷/绿色金融,绿色金融,,17,,--- ## 第 1 页 2021 浦发银行 企业社会责任报告 SPD BANK Corporate Social Responsibility Report 大连分行志愿者在星海广场开展“守护生物多；在环境领域，在环境领域，秉承“绿水青山就是金山银山”理念，坚持走绿色可持续发展之路， 焕新升级绿色金融服务，助力实现我国“碳达峰碳中和”目标；进一步升级推出《绿色金融 综合服务方案 3.0》，聚焦绿色能源等六大领域的各类场景，打造立体式、全流程、全覆盖 的服务体系，搭建丰富的“浦发绿创”产品矩阵，满足企业在绿色发展中的金融需求,True,True,True,True,True,True,True,5,False,展示性,未出现,False
600000,浦发银行,2021,2021-1213175134,消费者权益保护,消费者权益保护,,12,,"--- ## 第 1 页 2021 浦发银行 企业社会责任报告 SPD BANK Corporate Social Responsibility Report 大连分行志愿者在星海广场开展“守护生物多；进一步升级推出《绿色金融 综合服务方案 3.0》，聚焦绿色能源等六大领域的各类场景，打造立体式、全流程、全覆盖 的服务体系，搭建丰富的“浦发绿创”产品矩阵，满足企业在绿色发展中的金融需求；截至 2021 年 12 月末，绿色信贷余额达 3,113.5 亿元，较年初新增 947.5 亿元，居股份制同业前列",True,True,True,True,True,True,True,5,False,展示性,未出现,False
600000,浦发银行,2021,2021-1213175134,普惠金融,普惠金融,,6,,"--- ## 第 1 页 2021 浦发银行 企业社会责任报告 SPD BANK Corporate Social Responsibility Report 大连分行志愿者在星海广场开展“守护生物多；进一步升级推出《绿色金融 综合服务方案 3.0》，聚焦绿色能源等六大领域的各类场景，打造立体式、全流程、全覆盖 的服务体系，搭建丰富的“浦发绿创”产品矩阵，满足企业在绿色发展中的金融需求；截至 2021 年 12 月末，绿色信贷余额达 3,113.5 亿元，较年初新增 947.5 亿元，居股份制同业前列",True,True,True,True,True,True,True,5,False,展示性,未出现,False
600000,浦发银行,2021,2021-1213175134,员工权益,乡村振兴,,14,,"--- ## 第 1 页 2021 浦发银行 企业社会责任报告 SPD BANK Corporate Social Responsibility Report 大连分行志愿者在星海广场开展“守护生物多；进一步升级推出《绿色金融 综合服务方案 3.0》，聚焦绿色能源等六大领域的各类场景，打造立体式、全流程、全覆盖 的服务体系，搭建丰富的“浦发绿创”产品矩阵，满足企业在绿色发展中的金融需求；截至 2021 年 12 月末，绿色信贷余额达 3,113.5 亿元，较年初新增 947.5 亿元，居股份制同业前列",True,True,True,True,True,True,True,5,False,展示性,未出现,False
600000,浦发银行,2022,2022-1216456472,公司治理/风险管理,风险管理,,8,,--- ## 第 1 页 新 思 维 心 服务 2021 2022 浦发银行 浦发银行 企业社会责任报告 企业社会责任报告 SPD BANK SPD BANK Corporate Social Cor；本报告满足原中国银监会《关于加强银行业金融机构社会责任的意见》、中国银行业协会《中国 银行业金融机构企业社会责任指引》、上海证券交易所《上市公司自律监管指引第 1 号——规范 企业社会责任行动准则 编；截至 2022 年末，全行集团绿色金融业务规模超过 1 万亿元，涵盖公司业务、零售业务、 金融市场业务及集团旗下各子公司,False,True,True,True,False,True,True,3,False,展示性,未出现,False
600000,浦发银行,2022,2022-1216456472,公司治理/风险管理,公司治理,,2,页码可能不准确（封面/目录页）,--- ## 第 1 页 新 思 维 心 服务 2021 2022 浦发银行 浦发银行 企业社会责任报告 企业社会责任报告 SPD BANK SPD BANK Corporate Social Cor；本报告满足原中国银监会《关于加强银行业金融机构社会责任的意见》、中国银行业协会《中国 银行业金融机构企业社会责任指引》、上海证券交易所《上市公司自律监管指引第 1 号——规范 企业社会责任行动准则 编；截至 2022 年末，全行集团绿色金融业务规模超过 1 万亿元，涵盖公司业务、零售业务、 金融市场业务及集团旗下各子公司,False,True,True,True,False,True,True,3,False,展示性,未出现,False
600000,浦发银行,2022,2022-1216456472,绿色信贷/绿色金融,绿色金融,,17,,--- ## 第 1 页 新 思 维 心 服务 2021 2022 浦发银行 浦发银行 企业社会责任报告 企业社会责任报告 SPD BANK SPD BANK Corporate Social Cor；本报告满足原中国银监会《关于加强银行业金融机构社会责任的意见》、中国银行业协会《中国 银行业金融机构企业社会责任指引》、上海证券交易所《上市公司自律监管指引第 1 号——规范 企业社会责任行动准则 编；服务 倡导环保，绿色金融,False,True,True,True,False,True,True,3,False,展示性,未出现,False
600000,浦发银行,2022,2022-1216456472,消费者权益保护,消费者权益保护,,1,页码可能不准确（封面/目录页）,--- ## 第 1 页 新 思 维 心 服务 2021 2022 浦发银行 浦发银行 企业社会责任报告 企业社会责任报告 SPD BANK SPD BANK Corporate Social Cor；本报告满足原中国银监会《关于加强银行业金融机构社会责任的意见》、中国银行业协会《中国 银行业金融机构企业社会责任指引》、上海证券交易所《上市公司自律监管指引第 1 号——规范 企业社会责任行动准则 编；坚持以客户为中心的经营理念，持续强化消费者权益保护，优化服务流程，提升群众金融服务获得感、幸福感、安全感,False,True,True,True,False,True,True,3,False,展示性,未出现,False
600000,浦发银行,2022,2022-1216456472,普惠金融,普惠金融,,4,,--- ## 第 1 页 新 思 维 心 服务 2021 2022 浦发银行 浦发银行 企业社会责任报告 企业社会责任报告 SPD BANK SPD BANK Corporate Social Cor；本报告满足原中国银监会《关于加强银行业金融机构社会责任的意见》、中国银行业协会《中国 银行业金融机构企业社会责任指引》、上海证券交易所《上市公司自律监管指引第 1 号——规范 企业社会责任行动准则 编；浦发银行将始终坚持以习近平新时代中国特色社会主义思想为指引， 牢记“国之大者”，矢志金融报国，围绕“全面一流”目标团结奋斗，让党的二十大精神在浦发银行开花结果，在制造业、科 创金融、普惠金融、绿色金融,False,True,True,True,False,True,True,3,False,展示性,未出现,False
600000,浦发银行,2022,2022-1216456472,员工权益,乡村振兴,,2,页码可能不准确（封面/目录页）,--- ## 第 1 页 新 思 维 心 服务 2021 2022 浦发银行 浦发银行 企业社会责任报告 企业社会责任报告 SPD BANK SPD BANK Corporate Social Cor；本报告满足原中国银监会《关于加强银行业金融机构社会责任的意见》、中国银行业协会《中国 银行业金融机构企业社会责任指引》、上海证券交易所《上市公司自律监管指引第 1 号——规范 企业社会责任行动准则 编；截至 2022 年末，全行集团绿色金融业务规模超过 1 万亿元，涵盖公司业务、零售业务、 金融市场业务及集团旗下各子公司,False,True,True,True,False,True,True,3,False,展示性,未出现,False
600000,浦发银行,2023,2023-1219910195,公司治理/风险管理,风险管理,,10,,--- ## 第 1 页 新 思 维 心 服务 2021 2023 浦发银行 浦发银行 企业社会责任报告 企业社会责任报告 （环境、社会及治理报告） SPD BANK SPD BANK Corpora；01 02 03 为了保证报告的真实性和可靠性，本报告聘请毕马威华振会计师事务所（特殊普通合伙）按照《国 奉献爱心，回报社会；支持 报告鉴证 际鉴证业务准则第 3000 号：历史财务信息审计或审阅以外的鉴证业务》对报告中披露的选定关 键数据执行有限鉴证业务，并出具独立鉴证报告 报告发布形式 报告以印刷版和电子版两种形式发布,False,True,True,True,True,True,True,4,False,展示性,未出现,False
600000,浦发银行,2023,2023-1219910195,公司治理/风险管理,公司治理,,2,页码可能不准确（封面/目录页）,--- ## 第 1 页 新 思 维 心 服务 2021 2023 浦发银行 浦发银行 企业社会责任报告 企业社会责任报告 （环境、社会及治理报告） SPD BANK SPD BANK Corpora；01 02 03 为了保证报告的真实性和可靠性，本报告聘请毕马威华振会计师事务所（特殊普通合伙）按照《国 奉献爱心，回报社会；支持 报告鉴证 际鉴证业务准则第 3000 号：历史财务信息审计或审阅以外的鉴证业务》对报告中披露的选定关 键数据执行有限鉴证业务，并出具独立鉴证报告 报告发布形式 报告以印刷版和电子版两种形式发布,False,True,True,True,True,True,True,4,False,展示性,未出现,False
600000,浦发银行,2023,2023-1219910195,绿色信贷/绿色金融,绿色金融,,21,,--- ## 第 1 页 新 思 维 心 服务 2021 2023 浦发银行 浦发银行 企业社会责任报告 企业社会责任报告 （环境、社会及治理报告） SPD BANK SPD BANK Corpora；01 02 03 为了保证报告的真实性和可靠性，本报告聘请毕马威华振会计师事务所（特殊普通合伙）按照《国 奉献爱心，回报社会；服务 倡导环保，绿色金融,False,True,True,True,True,True,True,4,False,展示性,未出现,False
600000,浦发银行,2023,2023-1219910195,消费者权益保护,消费者权益保护,,2,页码可能不准确（封面/目录页）,--- ## 第 1 页 新 思 维 心 服务 2021 2023 浦发银行 浦发银行 企业社会责任报告 企业社会责任报告 （环境、社会及治理报告） SPD BANK SPD BANK Corpora；01 02 03 为了保证报告的真实性和可靠性，本报告聘请毕马威华振会计师事务所（特殊普通合伙）按照《国 奉献爱心，回报社会；支持 报告鉴证 际鉴证业务准则第 3000 号：历史财务信息审计或审阅以外的鉴证业务》对报告中披露的选定关 键数据执行有限鉴证业务，并出具独立鉴证报告 报告发布形式 报告以印刷版和电子版两种形式发布,False,True,True,True,True,True,True,4,False,展示性,未出现,False
600000,浦发银行,2023,2023-1219910195,普惠金融,普惠金融,,14,,--- ## 第 1 页 新 思 维 心 服务 2021 2023 浦发银行 浦发银行 企业社会责任报告 企业社会责任报告 （环境、社会及治理报告） SPD BANK SPD BANK Corpora；01 02 03 为了保证报告的真实性和可靠性，本报告聘请毕马威华振会计师事务所（特殊普通合伙）按照《国 奉献爱心，回报社会；支持 报告鉴证 际鉴证业务准则第 3000 号：历史财务信息审计或审阅以外的鉴证业务》对报告中披露的选定关 键数据执行有限鉴证业务，并出具独立鉴证报告 报告发布形式 报告以印刷版和电子版两种形式发布,False,True,True,True,True,True,True,4,False,展示性,未出现,False
600000,浦发银行,2023,2023-1219910195,员工权益,乡村振兴,,2,页码可能不准确（封面/目录页）,--- ## 第 1 页 新 思 维 心 服务 2021 2023 浦发银行 浦发银行 企业社会责任报告 企业社会责任报告 （环境、社会及治理报告） SPD BANK SPD BANK Corpora；01 02 03 为了保证报告的真实性和可靠性，本报告聘请毕马威华振会计师事务所（特殊普通合伙）按照《国 奉献爱心，回报社会；支持 报告鉴证 际鉴证业务准则第 3000 号：历史财务信息审计或审阅以外的鉴证业务》对报告中披露的选定关 键数据执行有限鉴证业务，并出具独立鉴证报告 报告发布形式 报告以印刷版和电子版两种形式发布,False,True,True,True,True,True,True,4,False,展示性,未出现,False
600000,浦发银行,2024,2024-1222948224,公司治理/风险管理,风险管理,,4,,--- ## 第 3 页 Contents 目录 02 04 06 08 / 报告说明 / 党委书记、董事长致辞 / 行长致辞 / 关于我们 08 / 公司概况 10 / 企业文化 10 / 发展业绩；本报告全面披露了浦发银行 2024 年度在经济、环境、社会及公司治理方面的可 持续发展实践及成效；除上述报告范围外，部分数据口径可能存在不同，具体请参见本报告中的相关注释和说明,False,True,True,True,True,True,True,4,False,展示性,未出现,False
600000,浦发银行,2024,2024-1222948224,公司治理/风险管理,公司治理,,2,页码可能不准确（封面/目录页）,--- ## 第 3 页 Contents 目录 02 04 06 08 / 报告说明 / 党委书记、董事长致辞 / 行长致辞 / 关于我们 08 / 公司概况 10 / 企业文化 10 / 发展业绩；本报告全面披露了浦发银行 2024 年度在经济、环境、社会及公司治理方面的可 持续发展实践及成效；除上述报告范围外，部分数据口径可能存在不同，具体请参见本报告中的相关注释和说明,False,True,True,True,True,True,True,4,False,展示性,未出现,False
600000,浦发银行,2024,2024-1222948224,绿色信贷/绿色金融,绿色金融,,33,,--- ## 第 3 页 Contents 目录 02 04 06 08 / 报告说明 / 党委书记、董事长致辞 / 行长致辞 / 关于我们 08 / 公司概况 10 / 企业文化 10 / 发展业绩；除上述报告范围外，部分数据口径可能存在不同，具体请参见本报告中的相关注释和说明；报告编制依据 满足国务院国资委《关于新时代中央企业高标准履行社会责任的指导意见》《关于国有企业更 好履行社会责任的指导意见》（国资发研究〔2016〕105 号）、财政部《企业可持续披露准则—— 基本准,False,True,True,True,True,True,True,4,False,展示性,未出现,False
600000,浦发银行,2024,2024-1222948224,消费者权益保护,消费者权益保护,,33,,--- ## 第 3 页 Contents 目录 02 04 06 08 / 报告说明 / 党委书记、董事长致辞 / 行长致辞 / 关于我们 08 / 公司概况 10 / 企业文化 10 / 发展业绩；除上述报告范围外，部分数据口径可能存在不同，具体请参见本报告中的相关注释和说明；报告鉴证 为了保证报告的真实性和可靠性，本报告聘请毕马威华振会计师事务所（特殊普通合伙）按照 《国际鉴证业务准则第 3000 号——历史财务信息审计或审阅以外的鉴证业务》(ISAE 3000) 对 报,False,True,True,True,True,True,True,4,False,展示性,未出现,False
600000,浦发银行,2024,2024-1222948224,普惠金融,普惠金融,,1,页码可能不准确（封面/目录页）,--- ## 第 3 页 Contents 目录 02 04 06 08 / 报告说明 / 党委书记、董事长致辞 / 行长致辞 / 关于我们 08 / 公司概况 10 / 企业文化 10 / 发展业绩；除上述报告范围外，部分数据口径可能存在不同，具体请参见本报告中的相关注释和说明；报告鉴证 为了保证报告的真实性和可靠性，本报告聘请毕马威华振会计师事务所（特殊普通合伙）按照 《国际鉴证业务准则第 3000 号——历史财务信息审计或审阅以外的鉴证业务》(ISAE 3000) 对 报,False,True,True,True,True,True,True,4,False,展示性,未出现,False
600000,浦发银行,2024,2024-1222948224,员工权益,乡村振兴,,33,,--- ## 第 3 页 Contents 目录 02 04 06 08 / 报告说明 / 党委书记、董事长致辞 / 行长致辞 / 关于我们 08 / 公司概况 10 / 企业文化 10 / 发展业绩；除上述报告范围外，部分数据口径可能存在不同，具体请参见本报告中的相关注释和说明；报告鉴证 为了保证报告的真实性和可靠性，本报告聘请毕马威华振会计师事务所（特殊普通合伙）按照 《国际鉴证业务准则第 3000 号——历史财务信息审计或审阅以外的鉴证业务》(ISAE 3000) 对 报,False,True,True,True,True,True,True,4,False,展示性,未出现,False
600000,浦发银行,2025,2025-1225062320,公司治理/风险管理,风险管理,,4,,--- ## 第 1 页 2025 浦发银行可持续发展报告 SPD BANK SUSTAINABILITY REPORT --- ## 第 2 页 目录 报告说明 党委书记、董事长致辞 行长致辞 关于；本报告全面 指引第 14 号——可持续发展报告（试行）》《上市公司自律监管指南第 4 号——可持续发展报告编制》、 披露了浦发银行 2025 年度在经济、环境、社会及公司治理方面的可持续发展实践与成效；本报告以浦发银行为主体部分，涵盖总行、境内各地分行、香港分行、新加坡分行、伦敦分行，部分 S2）、全球报告倡议组织《可持续发展报告标准（GRI Standards）》、国际标准化组织《社会责任指南》 ,True,True,True,True,True,True,True,5,False,展示性,未出现,False
600000,浦发银行,2025,2025-1225062320,公司治理/风险管理,公司治理,,3,,--- ## 第 1 页 2025 浦发银行可持续发展报告 SPD BANK SUSTAINABILITY REPORT --- ## 第 2 页 目录 报告说明 党委书记、董事长致辞 行长致辞 关于；本报告全面 指引第 14 号——可持续发展报告（试行）》《上市公司自律监管指南第 4 号——可持续发展报告编制》、 披露了浦发银行 2025 年度在经济、环境、社会及公司治理方面的可持续发展实践与成效；本报告以浦发银行为主体部分，涵盖总行、境内各地分行、香港分行、新加坡分行、伦敦分行，部分 S2）、全球报告倡议组织《可持续发展报告标准（GRI Standards）》、国际标准化组织《社会责任指南》 ,True,True,True,True,True,True,True,5,False,展示性,未出现,False
600000,浦发银行,2025,2025-1225062320,绿色信贷/绿色金融,绿色金融,,13,,--- ## 第 1 页 2025 浦发银行可持续发展报告 SPD BANK SUSTAINABILITY REPORT --- ## 第 2 页 目录 报告说明 党委书记、董事长致辞 行长致辞 关于；本报告以浦发银行为主体部分，涵盖总行、境内各地分行、香港分行、新加坡分行、伦敦分行，部分 S2）、全球报告倡议组织《可持续发展报告标准（GRI Standards）》、国际标准化组织《社会责任指南》 ；除上述报告范围外，部分数据口径可能存在不同，具体请参见本报告中的相关注释和说明,True,True,True,True,True,True,True,5,False,展示性,未出现,False
600000,浦发银行,2025,2025-1225062320,消费者权益保护,消费者权益保护,,1,页码可能不准确（封面/目录页）,--- ## 第 1 页 2025 浦发银行可持续发展报告 SPD BANK SUSTAINABILITY REPORT --- ## 第 2 页 目录 报告说明 党委书记、董事长致辞 行长致辞 关于；本报告以浦发银行为主体部分，涵盖总行、境内各地分行、香港分行、新加坡分行、伦敦分行，部分 S2）、全球报告倡议组织《可持续发展报告标准（GRI Standards）》、国际标准化组织《社会责任指南》 ；除上述报告范围外，部分数据口径可能存在不同，具体请参见本报告中的相关注释和说明,True,True,True,True,True,True,True,5,False,展示性,未出现,False
600000,浦发银行,2025,2025-1225062320,普惠金融,普惠金融,,26,,--- ## 第 1 页 2025 浦发银行可持续发展报告 SPD BANK SUSTAINABILITY REPORT --- ## 第 2 页 目录 报告说明 党委书记、董事长致辞 行长致辞 关于；本报告以浦发银行为主体部分，涵盖总行、境内各地分行、香港分行、新加坡分行、伦敦分行，部分 S2）、全球报告倡议组织《可持续发展报告标准（GRI Standards）》、国际标准化组织《社会责任指南》 ；除上述报告范围外，部分数据口径可能存在不同，具体请参见本报告中的相关注释和说明,True,True,True,True,True,True,True,5,False,展示性,未出现,False
600000,浦发银行,2025,2025-1225062320,员工权益,乡村振兴,,8,,--- ## 第 1 页 2025 浦发银行可持续发展报告 SPD BANK SUSTAINABILITY REPORT --- ## 第 2 页 目录 报告说明 党委书记、董事长致辞 行长致辞 关于；本报告以浦发银行为主体部分，涵盖总行、境内各地分行、香港分行、新加坡分行、伦敦分行，部分 S2）、全球报告倡议组织《可持续发展报告标准（GRI Standards）》、国际标准化组织《社会责任指南》 ；除上述报告范围外，部分数据口径可能存在不同，具体请参见本报告中的相关注释和说明,True,True,True,True,True,True,True,5,False,展示性,未出现,False
600015,华夏银行,2021,2021-1213267945,绿色信贷/绿色金融,绿色金融,,8,,"--- ## 第 1 页 I H U A X A B A N K C O . , L M T E D I I S o c a i l R e s p o n s i b i l i t y R e p",False,False,False,False,False,False,False,0,False,展示性,未出现,False
600015,华夏银行,2022,2022-1216660905,公司治理/风险管理,风险管理,,14,,--- ## 第 1 页 华 夏 银 行 股 份 有 限 公 司 2 0 2 2 年 社 会 责 任 报 告 --- ## 第 2 页 编制说明 报告范围 时间范围：2022 年 1 月 1 日至 2；编制依据 本报告编制遵循中国人民银行《金融机构环境信息披露指南》、原中国银行业监督管理委员会《关于加强银行业金融机 构社会责任的意见》、中国银行业协会《中国银行业金融机构企业社会责任指引》、上海证券交；我们始终坚持审慎 首都“四个中心”建设，积极融入首都发展大局，为首 经营，时刻紧绷风险管理这根弦，健全全面风险管理长 都高质量发展注入金融动能,True,True,True,True,False,True,False,4,False,展示性,未出现,False
600015,华夏银行,2022,2022-1216660905,公司治理/风险管理,公司治理,,2,页码可能不准确（封面/目录页）,--- ## 第 1 页 华 夏 银 行 股 份 有 限 公 司 2 0 2 2 年 社 会 责 任 报 告 --- ## 第 2 页 编制说明 报告范围 时间范围：2022 年 1 月 1 日至 2；编制依据 本报告编制遵循中国人民银行《金融机构环境信息披露指南》、原中国银行业监督管理委员会《关于加强银行业金融机 构社会责任的意见》、中国银行业协会《中国银行业金融机构企业社会责任指引》、上海证券交；我们始终坚持审慎 首都“四个中心”建设，积极融入首都发展大局，为首 经营，时刻紧绷风险管理这根弦，健全全面风险管理长 都高质量发展注入金融动能,True,True,True,True,False,True,False,4,False,展示性,未出现,False
600015,华夏银行,2022,2022-1216660905,绿色信贷/绿色金融,绿色金融,,1,页码可能不准确（封面/目录页）,--- ## 第 1 页 华 夏 银 行 股 份 有 限 公 司 2 0 2 2 年 社 会 责 任 报 告 --- ## 第 2 页 编制说明 报告范围 时间范围：2022 年 1 月 1 日至 2；编制依据 本报告编制遵循中国人民银行《金融机构环境信息披露指南》、原中国银行业监督管理委员会《关于加强银行业金融机 构社会责任的意见》、中国银行业协会《中国银行业金融机构企业社会责任指引》、上海证券交；联系方式 华夏银行股份有限公司 地址：北京市东城区建国门内大街 22 号 邮编：100005 电话：010-85237056 传真：010-85239000 邮箱：zhshzr@hxb.com.cn ,True,True,True,True,False,True,False,4,False,展示性,未出现,False
600015,华夏银行,2022,2022-1216660905,消费者权益保护,消费者权益保护,,15,,--- ## 第 1 页 华 夏 银 行 股 份 有 限 公 司 2 0 2 2 年 社 会 责 任 报 告 --- ## 第 2 页 编制说明 报告范围 时间范围：2022 年 1 月 1 日至 2；编制依据 本报告编制遵循中国人民银行《金融机构环境信息披露指南》、原中国银行业监督管理委员会《关于加强银行业金融机 构社会责任的意见》、中国银行业协会《中国银行业金融机构企业社会责任指引》、上海证券交；护工作要求，有效提升消费者权益保护水平,True,True,True,True,False,True,False,4,False,展示性,未出现,False
600015,华夏银行,2022,2022-1216660905,普惠金融,普惠金融,,8,,--- ## 第 1 页 华 夏 银 行 股 份 有 限 公 司 2 0 2 2 年 社 会 责 任 报 告 --- ## 第 2 页 编制说明 报告范围 时间范围：2022 年 1 月 1 日至 2；编制依据 本报告编制遵循中国人民银行《金融机构环境信息披露指南》、原中国银行业监督管理委员会《关于加强银行业金融机 构社会责任的意见》、中国银行业协会《中国银行业金融机构企业社会责任指引》、上海证券交；联系方式 华夏银行股份有限公司 地址：北京市东城区建国门内大街 22 号 邮编：100005 电话：010-85237056 传真：010-85239000 邮箱：zhshzr@hxb.com.cn ,True,True,True,True,False,True,False,4,False,展示性,未出现,False
600015,华夏银行,2022,2022-1216660905,员工权益,乡村振兴,,1,页码可能不准确（封面/目录页）,--- ## 第 1 页 华 夏 银 行 股 份 有 限 公 司 2 0 2 2 年 社 会 责 任 报 告 --- ## 第 2 页 编制说明 报告范围 时间范围：2022 年 1 月 1 日至 2；编制依据 本报告编制遵循中国人民银行《金融机构环境信息披露指南》、原中国银行业监督管理委员会《关于加强银行业金融机 构社会责任的意见》、中国银行业协会《中国银行业金融机构企业社会责任指引》、上海证券交；联系方式 华夏银行股份有限公司 地址：北京市东城区建国门内大街 22 号 邮编：100005 电话：010-85237056 传真：010-85239000 邮箱：zhshzr@hxb.com.cn ,True,True,True,True,False,True,False,4,False,展示性,未出现,False
