doc_id,bank_code,year,issue_name,section_title,start_page,end_page,confidence,match_type,quality_issue,manual_check,checker_notes,checker,check_time
2021-1213175134,,2021,普惠金融,包含'个体工商户'的章节,6,12,86,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213175134,,2021,乡村振兴,绿色农业开发项目,14,20,86,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216456472,,2022,风险管理,包含'全面风险管理'的章节,8,14,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216456472,,2022,公司治理,包含'公司治理结构'的章节,2,8,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216456472,,2022,绿色金融,您认为本报告能否反映浦发银行的社会责任实践对经济、社会、环境的影响？,17,23,94,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216456472,,2022,消费者权益保护,包含'消费者权益'的章节,1,7,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216456472,,2022,普惠金融,包含'个体工商户'的章节,4,10,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216456472,,2022,乡村振兴,包含'乡村振兴'的章节,2,8,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219910195,,2023,风险管理,包含'风险管理体系'的章节,10,16,87,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219910195,,2023,公司治理,包含'公司治理结构'的章节,2,8,87,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219910195,,2023,绿色金融,您认为本报告能否反映浦发银行的社会责任实践对经济、社会、环境的影响？,21,27,87,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219910195,,2023,消费者权益保护,包含'消费者权益'的章节,2,8,87,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219910195,,2023,普惠金融,包含'个体工商户'的章节,14,20,87,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219910195,,2023,乡村振兴,包含'乡村振兴'的章节,2,8,87,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222948224,,2024,风险管理,包含'风险管理体系'的章节,4,10,78,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1222948224,,2024,公司治理,包含'公司治理结构'的章节,2,8,78,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1222948224,,2024,绿色金融,绿色信贷余额及增长率为中国人民银行统计口径。,33,39,78,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1222948224,,2024,消费者权益保护,客服中心客户申诉按时处理率根据监管对于投诉处理时效的要求，拟将原“按时办结率”统一调整为“投诉处理15日内办结,33,39,78,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1222948224,,2024,普惠金融,包含'普惠金融'的章节,1,7,78,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1222948224,,2024,乡村振兴,社会公益投入资金金额包含乡村振兴帮扶投入金额。,33,39,78,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225062320,,2025,风险管理,包含'风险管理体系'的章节,4,10,86,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225062320,,2025,公司治理,包含'投资者关系'的章节,3,9,86,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225062320,,2025,绿色金融,包含'环境信息披露'的章节,13,19,86,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225062320,,2025,消费者权益保护,包含'消费者权益'的章节,1,7,86,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225062320,,2025,普惠金融,包含'个体工商户'的章节,26,32,86,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225062320,,2025,乡村振兴,包含'农业产业化'的章节,8,14,86,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213267945,,2021,绿色金融,包含'ESG'的章节,8,14,92,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216660905,,2022,风险管理,包含'风险管理体系'的章节,14,20,80,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216660905,,2022,公司治理,包含'投资者关系'的章节,2,8,80,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216660905,,2022,绿色金融,包含'环境信息披露'的章节,1,7,80,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216660905,,2022,消费者权益保护,99%，办结率达 100%，投诉处理满意度为 98.04%。,15,21,80,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216660905,,2022,普惠金融,包含'个体工商户'的章节,8,14,80,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216660905,,2022,乡村振兴,包含'乡村振兴'的章节,1,7,80,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219904606,,2023,风险管理,包含'风险管理体系'的章节,4,10,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219904606,,2023,公司治理,包含'公司治理结构'的章节,3,9,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219904606,,2023,绿色金融,包含'环境信息披露'的章节,1,7,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219904606,,2023,消费者权益保护,包含'消费者权益'的章节,1,7,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219904606,,2023,普惠金融,包含'普惠金融'的章节,1,7,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219904606,,2023,乡村振兴,包含'乡村振兴'的章节,1,7,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1223129821,,2024,公司治理,包含'内部控制'的章节,85,91,90,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223129821,,2024,绿色金融,包含'社会责任'的章节,85,91,90,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223129821,,2024,普惠金融,包含'小微企业'的章节,85,91,90,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223129821,,2024,乡村振兴,包含'涉农贷款'的章节,85,91,90,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225058304,,2025,风险管理,包含'风险管理体系'的章节,1,7,81,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225058304,,2025,公司治理,包含'公司治理结构'的章节,12,18,81,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225058304,,2025,绿色金融,措纳入战略规划与绿色金融业务发展方向调整。本行在《华夏银行 2021,10,16,81,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225058304,,2025,消费者权益保护,包含'消费者权益'的章节,1,7,81,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225058304,,2025,普惠金融,包含'个体工商户'的章节,18,24,81,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225058304,,2025,乡村振兴,"""78 亿元。本行加强涉农贷款投放，截至 2025 年末，涉农贷款余额 2","181.55""",18,81,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212728495,,2021,风险管理,严守合规底线，强化风险管理..................................................................24,1,7,91,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212728495,,2021,公司治理,严守合规底线，强化风险管理..................................................................24,1,7,91,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212728495,,2021,绿色金融, 大力发展绿色金融，制定《中国民生银行绿色金融发展五年规划（2021,2,8,91,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212728495,,2021,消费者权益保护,客户投诉处理,9,15,91,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212728495,,2021,普惠金融,聚焦民营企业,4,10,91,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212728495,,2021,乡村振兴,包含'乡村振兴'的章节,1,7,91,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212728499,,2021,风险管理,包含'风险管理体系'的章节,5,11,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212728499,,2021,公司治理,稳健经营，强化合规控风险......................................... 26,1,7,94,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212728499,,2021,绿色金融,创新环保，绿色发展护生态......................................... 37,1,7,94,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212728499,,2021,消费者权益保护,97%，客户满意度达到 99.69%。本行针对客户投诉反映的问题进行分析，不断,5,11,94,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212728499,,2021,普惠金融,包含'个体工商户'的章节,3,9,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212728499,,2021,乡村振兴,包含'乡村振兴'的章节,1,7,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216238247,,2022,风险管理,包含'风险管理体系'的章节,4,10,91,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216238247,,2022,公司治理,稳健经营，强化合规控风险 ......................................................................................... 44,2,8,91,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216238247,,2022,绿色金融,环境责任，绿色发展护生态 ........................................................................................... 8,1,7,91,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216238247,,2022,消费者权益保护,包含'消费者权益'的章节,2,8,91,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216238247,,2022,普惠金融,包含'普惠金融'的章节,3,9,91,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216238247,,2022,乡村振兴,包含'农业产业化'的章节,5,11,91,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216238252,,2022,风险管理,全面风险管理体系建设,7,13,76,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2022-1216238252,,2022,公司治理,笃行致远，合规经营筑基石 ..................................... 26,1,7,76,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2022-1216238252,,2022,绿色金融,完善绿色金融工作机制,11,17,76,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2022-1216238252,,2022,消费者权益保护,优化客户服务,9,15,76,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2022-1216238252,,2022,普惠金融,普惠中小微企业,4,10,76,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2022-1216238252,,2022,乡村振兴,包含'乡村振兴'的章节,2,8,76,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219445427,,2023,风险管理,包含'风险管理体系'的章节,7,13,75,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219445427,,2023,公司治理,规范公司治理,10,16,75,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219445427,,2023,绿色金融,拓展绿色金融业务,6,12,75,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219445427,,2023,消费者权益保护,保障客户权益,11,17,75,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219445427,,2023,普惠金融,助力民营企业,6,12,75,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219445427,,2023,乡村振兴,包含'乡村振兴'的章节,1,7,75,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219445432,,2023,风险管理,包含'风险管理体系'的章节,3,9,84,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219445432,,2023,公司治理,行稳致远，强化合规控风险 ..........................................................................................57,2,8,84,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219445432,,2023,绿色金融,环境责任，绿色发展护生态 ............................................................................................8,1,7,84,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219445432,,2023,消费者权益保护,包含'消费者权益'的章节,3,9,84,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219445432,,2023,普惠金融,"""77%；普惠 型小微企业 贷款余额 6","122.7 亿元， 较年初新增 632.2 亿元， 本年增速""",10,84,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219445432,,2023,乡村振兴,包含'农业产业化'的章节,5,11,84,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222951338,,2024,风险管理,包含'风险管理体系'的章节,3,9,87,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222951338,,2024,公司治理,行稳致远，强化合规控风险 .....................................................................................66,2,8,87,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222951338,,2024,绿色金融,环境责任，绿色发展护生态 .......................................................................................8,1,7,87,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222951338,,2024,消费者权益保护,包含'消费者权益'的章节,3,9,87,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222951338,,2024,普惠金融,包含'中小企业融资'的章节,12,18,87,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222951338,,2024,乡村振兴,14 亿元，为 245 个乡村振兴、社区发展、教育支持、健康福祉、生态文明等领域的创新,22,28,87,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222951343,,2024,风险管理,完善风险管理体系,15,21,92,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222951343,,2024,公司治理,完善气候治理机制,11,17,92,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222951343,,2024,绿色金融,1 完善绿色金融顶层设计,8,14,92,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222951343,,2024,消费者权益保护,保护客户隐私,16,22,92,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222951343,,2024,普惠金融,并肩民营企业,8,14,92,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222951343,,2024,乡村振兴,包含'乡村振兴'的章节,1,7,92,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225062833,,2025,风险管理,风险管理体系,15,21,92,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225062833,,2025,公司治理,完善气候治理机制,10,16,92,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225062833,,2025,绿色金融,守护者·以低碳绘就绿卷 ....................................... 40,1,7,92,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225062833,,2025,消费者权益保护,保障客户权益,11,17,92,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225062833,,2025,普惠金融,包含'个体工商户'的章节,5,11,92,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225062833,,2025,乡村振兴,金融创新，提升助农质效,8,14,92,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225062836,,2025,风险管理,包含'风险管理体系'的章节,2,8,75,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225062836,,2025,公司治理,行稳致远，强化合规控风险 ............................................ 93,1,7,75,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225062836,,2025,绿色金融,OF），存续规模达 3 亿元。该基金严格遵循绿色投资标准，重点配置绿色金融债等,11,17,75,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225062836,,2025,消费者权益保护,包含'消费者权益'的章节,2,8,75,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225062836,,2025,普惠金融,包含'普惠金融'的章节,2,8,75,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225062836,,2025,乡村振兴,27 亿元，为 275 个乡村振兴、社区发展、教育支持、健康福祉、生态文明等领域的创新,31,37,75,精确匹配,ok,confirmed,中高置信度+精确匹配，自动通过,system_auto,2026-06-14
2021-1212626213,,2021,风险管理,2 强化风险管理,2,8,87,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212626213,,2021,公司治理,未来，公司计划分步骤完善水资源消耗统计流程，在总行及各分行推进水资源消耗目标设定与信息披露工作。,35,41,87,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212626213,,2021,绿色金融,3 传播绿色环保理念,2,8,87,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212626213,,2021,消费者权益保护,3 确保隐私和数据安全,2,8,87,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212626213,,2021,普惠金融,2 服务小微企业发展,2,8,87,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212626213,,2021,乡村振兴,1 助力乡村振兴,2,8,87,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216221325,,2022,风险管理,包含'风险管理体系'的章节,4,10,75,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2022-1216221325,,2022,公司治理,未来，公司计划分步骤完善水资源消耗统计流程，在总行及各分行推进水资源消耗目标设定与信息披露工作。,34,40,75,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2022-1216221325,,2022,绿色金融,69%；年内在境内发行 2 笔绿色债券、1 期绿色信贷资产支持,2,8,75,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2022-1216221325,,2022,消费者权益保护,指公司收到的监管部门转办投诉、95555 渠道客户投诉、信用卡中心渠道客户投诉及行内其他渠道投诉（剔除账户管控、债务协,35,41,75,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2022-1216221325,,2022,普惠金融,85%；全年为中小微企业、个体工商户及信用卡客户等受困客,2,8,75,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2022-1216221325,,2022,乡村振兴,包含'乡村振兴'的章节,1,7,75,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219403492,,2023,风险管理,包含'风险管理体系'的章节,2,8,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219403492,,2023,公司治理,您认为本报告的定量信息披露是否客观、真实、有效？,42,48,79,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219403492,,2023,绿色金融,2023 年水资源消耗的统计口径为招商银行总行、44 家境内分行和 6 家境外分行全辖。2022 年和 2021 年水资源消耗的统计口径请参考公司 2022 年和 2021 年发布的可持续发展报告。,13,19,79,精确匹配,ok,confirmed,中高置信度+精确匹配，自动通过,system_auto,2026-06-14
2023-1219403492,,2023,消费者权益保护,回复客户投诉处理结果,20,26,79,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219403492,,2023,普惠金融,包含'个体工商户'的章节,18,24,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219403492,,2023,乡村振兴,包含'农业产业化'的章节,6,12,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1222895146,,2024,风险管理,包含'风险管理体系'的章节,8,14,93,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222895146,,2024,公司治理,您认为本报告的定量信息披露是否客观、真实、有效？,48,54,93,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222895146,,2024,绿色金融,绿色存款为绿色金融产品，募集到的资金用于可持续型绿色经济项目，助力推动经济向低碳、适应气候变化及可持续发展转型。,13,19,93,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222895146,,2024,消费者权益保护,指金融消费者的财产安全权、知情权、自主选择权、公平交易权、依法求偿权、受教育权、受尊重权和信息安全权等八项基本权利。,23,29,93,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222895146,,2024,普惠金融,"""28 万户。2024 年新发放普惠型小微企业贷款 6","225.33 亿元，平均利率""",18,93,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222895146,,2024,乡村振兴,乡村振兴,7,13,93,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225046968,,2025,风险管理,金融风险管理,5,11,77,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225046968,,2025,公司治理,您认为本报告是否全面反映了招商银行在环境、社会、公司治理方面的表现？,63,69,77,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225046968,,2025,绿色金融,绿色金融,5,11,77,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225046968,,2025,消费者权益保护,消费者权益保护,5,11,77,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225046968,,2025,普惠金融,普惠金融,5,11,77,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225046968,,2025,乡村振兴,乡村振兴,7,13,77,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1213205947,,2021,风险管理,包含'全面风险管理'的章节,1,7,91,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213205947,,2021,公司治理,董事会秘书：孟晋,2,8,91,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213205947,,2021,绿色金融,保护环境，支持绿色发展 ............................................................................................... 19,1,7,91,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213205947,,2021,消费者权益保护,包含'消费者权益'的章节,1,7,91,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213205947,,2021,普惠金融,包含'个体工商户'的章节,4,10,91,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213205947,,2021,乡村振兴,包含'乡村振兴'的章节,1,7,91,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216255129,,2022,风险管理,包含'全面风险管理'的章节,1,7,85,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216255129,,2022,公司治理,董事会秘书：王锋,2,8,85,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216255129,,2022,绿色金融,保护环境，支持绿色发展 ............................................................................................... 20,1,7,85,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216255129,,2022,消费者权益保护,包含'消费者权益'的章节,1,7,85,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216255129,,2022,普惠金融,包含'个体工商户'的章节,4,10,85,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216255129,,2022,乡村振兴,包含'乡村振兴'的章节,1,7,85,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219461792,,2023,风险管理,包含'全面风险管理'的章节,1,7,77,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219461792,,2023,公司治理,董事会秘书：王锋,2,8,77,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219461792,,2023,绿色金融,保护环境，支持绿色发展  .................................................. 21,1,7,77,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219461792,,2023,消费者权益保护,包含'消费者权益'的章节,1,7,77,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219461792,,2023,普惠金融,包含'个体工商户'的章节,4,10,77,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219461792,,2023,乡村振兴,包含'乡村振兴'的章节,1,7,77,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1222945254,,2024,风险管理,包含'全面风险管理'的章节,1,7,78,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1222945254,,2024,公司治理,董事会秘书：费国栋,3,9,78,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1222945254,,2024,绿色金融,保护环境，支持绿色发展  ...................................................................................................25,1,7,78,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1222945254,,2024,消费者权益保护,包含'消费者权益'的章节,1,7,78,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1222945254,,2024,普惠金融,荣获金融数字化发展联盟颁发的“年度最佳普惠金融实,3,9,78,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1222945254,,2024,乡村振兴,81 亿元，较年初增长 7.53 亿元，增速 2.68%；普惠型涉农,5,11,78,精确匹配,ok,confirmed,中高置信度+精确匹配，自动通过,system_auto,2026-06-14
2025-1225048035,,2025,风险管理,包含'全面风险管理'的章节,1,7,90,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225048035,,2025,公司治理,荣获江苏农商联合银行颁发的 “‘合规创造价值’优秀,2,8,90,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225048035,,2025,绿色金融,保护环境，支持绿色发展  ...................................................................................................19,1,7,90,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225048035,,2025,消费者权益保护,包含'消费者权益'的章节,1,7,90,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225048035,,2025,普惠金融,荣获中国经济时报社颁发的“2024 年度农村金融新闻,2,8,90,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225048035,,2025,乡村振兴,荣获中国经济时报社颁发的“2024 年度农村金融新闻,2,8,90,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212897906,,2021,风险管理,强化风险管理，审慎合规经营,2,8,86,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212897906,,2021,公司治理,强化风险管理，审慎合规经营,2,8,86,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212897906,,2021,绿色金融,发展绿色金融，助力“双碳”目标,2,8,86,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212897906,,2021,消费者权益保护,保护消费者权益，提升服务体验,2,8,86,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212897906,,2021,普惠金融,践行普惠金融，促进共同富裕,2,8,86,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212897906,,2021,乡村振兴,包含'农业产业化'的章节,8,14,86,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
