doc_id,issue_name,section_title,start_page,end_page,confidence,quality_issue
2021-1212728499,乡村振兴,包含'乡村振兴'的章节,1,7,94,ok
2022-1216238247,风险管理,包含'风险管理体系'的章节,4,10,91,ok
2022-1216238247,公司治理,稳健经营，强化合规控风险 ......................................................................................... 44,2,8,91,ok
2022-1216238247,绿色金融,环境责任，绿色发展护生态 ........................................................................................... 8,1,7,91,ok
2022-1216238247,消费者权益保护,包含'消费者权益'的章节,2,8,91,ok
2022-1216238247,普惠金融,包含'普惠金融'的章节,3,9,91,ok
2022-1216238247,乡村振兴,包含'农业产业化'的章节,5,11,91,ok
2022-1216238252,风险管理,全面风险管理体系建设,7,13,76,ok
2022-1216238252,公司治理,笃行致远，合规经营筑基石 ..................................... 26,1,7,76,ok
2022-1216238252,绿色金融,完善绿色金融工作机制,11,17,76,ok
2022-1216238252,消费者权益保护,优化客户服务,9,15,76,ok
2022-1216238252,普惠金融,普惠中小微企业,4,10,76,ok
2022-1216238252,乡村振兴,包含'乡村振兴'的章节,2,8,76,ok
2023-1219445427,风险管理,包含'风险管理体系'的章节,7,13,75,ok
2023-1219445427,公司治理,规范公司治理,10,16,75,ok
2023-1219445427,绿色金融,拓展绿色金融业务,6,12,75,ok
2023-1219445427,消费者权益保护,保障客户权益,11,17,75,ok
2023-1219445427,普惠金融,助力民营企业,6,12,75,ok
2023-1219445427,乡村振兴,包含'乡村振兴'的章节,1,7,75,ok
2023-1219445432,风险管理,包含'风险管理体系'的章节,3,9,84,ok
2023-1219445432,公司治理,行稳致远，强化合规控风险 ..........................................................................................57,2,8,84,ok
2023-1219445432,绿色金融,环境责任，绿色发展护生态 ............................................................................................8,1,7,84,ok
2023-1219445432,消费者权益保护,包含'消费者权益'的章节,3,9,84,ok
2023-1219445432,普惠金融,"""77%；普惠 型小微企业 贷款余额 6","122.7 亿元， 较年初新增 632.2 亿元， 本年增速""",10,84,ok
2023-1219445432,乡村振兴,包含'农业产业化'的章节,5,11,84,ok
2024-1222951338,风险管理,包含'风险管理体系'的章节,3,9,87,ok
2024-1222951338,公司治理,行稳致远，强化合规控风险 .....................................................................................66,2,8,87,ok
2024-1222951338,绿色金融,环境责任，绿色发展护生态 .......................................................................................8,1,7,87,ok
2024-1222951338,消费者权益保护,包含'消费者权益'的章节,3,9,87,ok
2024-1222951338,普惠金融,包含'中小企业融资'的章节,12,18,87,ok
2024-1222951338,乡村振兴,14 亿元，为 245 个乡村振兴、社区发展、教育支持、健康福祉、生态文明等领域的创新,22,28,87,ok
2024-1222951343,风险管理,完善风险管理体系,15,21,92,ok
2024-1222951343,公司治理,完善气候治理机制,11,17,92,ok
2024-1222951343,绿色金融,1 完善绿色金融顶层设计,8,14,92,ok
2024-1222951343,消费者权益保护,保护客户隐私,16,22,92,ok
2024-1222951343,普惠金融,并肩民营企业,8,14,92,ok
2024-1222951343,乡村振兴,包含'乡村振兴'的章节,1,7,92,ok
2025-1225062833,风险管理,风险管理体系,15,21,92,ok
2025-1225062833,公司治理,完善气候治理机制,10,16,92,ok
2025-1225062833,绿色金融,守护者·以低碳绘就绿卷 ....................................... 40,1,7,92,ok
2025-1225062833,消费者权益保护,保障客户权益,11,17,92,ok
2025-1225062833,普惠金融,包含'个体工商户'的章节,5,11,92,ok
2025-1225062833,乡村振兴,金融创新，提升助农质效,8,14,92,ok
2025-1225062836,风险管理,包含'风险管理体系'的章节,2,8,75,ok
2025-1225062836,公司治理,行稳致远，强化合规控风险 ............................................ 93,1,7,75,ok
2025-1225062836,绿色金融,OF），存续规模达 3 亿元。该基金严格遵循绿色投资标准，重点配置绿色金融债等,11,17,75,ok
2025-1225062836,消费者权益保护,包含'消费者权益'的章节,2,8,75,ok
2025-1225062836,普惠金融,包含'普惠金融'的章节,2,8,75,ok
2025-1225062836,乡村振兴,27 亿元，为 275 个乡村振兴、社区发展、教育支持、健康福祉、生态文明等领域的创新,31,37,75,ok
2021-1212626213,风险管理,2 强化风险管理,2,8,87,ok
2021-1212626213,公司治理,未来，公司计划分步骤完善水资源消耗统计流程，在总行及各分行推进水资源消耗目标设定与信息披露工作。,35,41,87,ok
2021-1212626213,绿色金融,3 传播绿色环保理念,2,8,87,ok
2021-1212626213,消费者权益保护,3 确保隐私和数据安全,2,8,87,ok
2021-1212626213,普惠金融,2 服务小微企业发展,2,8,87,ok
2021-1212626213,乡村振兴,1 助力乡村振兴,2,8,87,ok
2022-1216221325,风险管理,包含'风险管理体系'的章节,4,10,75,ok
2022-1216221325,公司治理,未来，公司计划分步骤完善水资源消耗统计流程，在总行及各分行推进水资源消耗目标设定与信息披露工作。,34,40,75,ok
2022-1216221325,绿色金融,69%；年内在境内发行 2 笔绿色债券、1 期绿色信贷资产支持,2,8,75,ok
2022-1216221325,消费者权益保护,指公司收到的监管部门转办投诉、95555 渠道客户投诉、信用卡中心渠道客户投诉及行内其他渠道投诉（剔除账户管控、债务协,35,41,75,ok
2022-1216221325,普惠金融,85%；全年为中小微企业、个体工商户及信用卡客户等受困客,2,8,75,ok
2022-1216221325,乡村振兴,包含'乡村振兴'的章节,1,7,75,ok
2023-1219403492,风险管理,包含'风险管理体系'的章节,2,8,79,ok
2023-1219403492,公司治理,您认为本报告的定量信息披露是否客观、真实、有效？,42,48,79,ok
2023-1219403492,绿色金融,2023 年水资源消耗的统计口径为招商银行总行、44 家境内分行和 6 家境外分行全辖。2022 年和 2021 年水资源消耗的统计口径请参考公司 2022 年和 2021 年发布的可持续发展报告。,13,19,79,ok
2023-1219403492,消费者权益保护,回复客户投诉处理结果,20,26,79,ok
2023-1219403492,普惠金融,包含'个体工商户'的章节,18,24,79,ok
2023-1219403492,乡村振兴,包含'农业产业化'的章节,6,12,79,ok
2024-1222895146,风险管理,包含'风险管理体系'的章节,8,14,93,ok
2024-1222895146,公司治理,您认为本报告的定量信息披露是否客观、真实、有效？,48,54,93,ok
2024-1222895146,绿色金融,绿色存款为绿色金融产品，募集到的资金用于可持续型绿色经济项目，助力推动经济向低碳、适应气候变化及可持续发展转型。,13,19,93,ok
2024-1222895146,消费者权益保护,指金融消费者的财产安全权、知情权、自主选择权、公平交易权、依法求偿权、受教育权、受尊重权和信息安全权等八项基本权利。,23,29,93,ok
2024-1222895146,普惠金融,"""28 万户。2024 年新发放普惠型小微企业贷款 6","225.33 亿元，平均利率""",18,93,ok
2024-1222895146,乡村振兴,乡村振兴,7,13,93,ok
2025-1225046968,风险管理,金融风险管理,5,11,77,ok
2025-1225046968,公司治理,您认为本报告是否全面反映了招商银行在环境、社会、公司治理方面的表现？,63,69,77,ok
2025-1225046968,绿色金融,绿色金融,5,11,77,ok
2025-1225046968,消费者权益保护,消费者权益保护,5,11,77,ok
2025-1225046968,普惠金融,普惠金融,5,11,77,ok
2025-1225046968,乡村振兴,乡村振兴,7,13,77,ok
2021-1213205947,风险管理,包含'全面风险管理'的章节,1,7,91,ok
2021-1213205947,公司治理,董事会秘书：孟晋,2,8,91,ok
2021-1213205947,绿色金融,保护环境，支持绿色发展 ............................................................................................... 19,1,7,91,ok
2021-1213205947,消费者权益保护,包含'消费者权益'的章节,1,7,91,ok
2021-1213205947,普惠金融,包含'个体工商户'的章节,4,10,91,ok
2021-1213205947,乡村振兴,包含'乡村振兴'的章节,1,7,91,ok
2022-1216255129,风险管理,包含'全面风险管理'的章节,1,7,85,ok
2022-1216255129,公司治理,董事会秘书：王锋,2,8,85,ok
2022-1216255129,绿色金融,保护环境，支持绿色发展 ............................................................................................... 20,1,7,85,ok
2022-1216255129,消费者权益保护,包含'消费者权益'的章节,1,7,85,ok
2022-1216255129,普惠金融,包含'个体工商户'的章节,4,10,85,ok
2022-1216255129,乡村振兴,包含'乡村振兴'的章节,1,7,85,ok
2023-1219461792,风险管理,包含'全面风险管理'的章节,1,7,77,ok
2023-1219461792,公司治理,董事会秘书：王锋,2,8,77,ok
2023-1219461792,绿色金融,保护环境，支持绿色发展  .................................................. 21,1,7,77,ok
2023-1219461792,消费者权益保护,包含'消费者权益'的章节,1,7,77,ok
2023-1219461792,普惠金融,包含'个体工商户'的章节,4,10,77,ok
2023-1219461792,乡村振兴,包含'乡村振兴'的章节,1,7,77,ok
2024-1222945254,风险管理,包含'全面风险管理'的章节,1,7,78,ok
2024-1222945254,公司治理,董事会秘书：费国栋,3,9,78,ok
2024-1222945254,绿色金融,保护环境，支持绿色发展  ...................................................................................................25,1,7,78,ok
2024-1222945254,消费者权益保护,包含'消费者权益'的章节,1,7,78,ok
2024-1222945254,普惠金融,荣获金融数字化发展联盟颁发的“年度最佳普惠金融实,3,9,78,ok
2024-1222945254,乡村振兴,81 亿元，较年初增长 7.53 亿元，增速 2.68%；普惠型涉农,5,11,78,ok
2025-1225048035,风险管理,包含'全面风险管理'的章节,1,7,90,ok
2025-1225048035,公司治理,荣获江苏农商联合银行颁发的 “‘合规创造价值’优秀,2,8,90,ok
2025-1225048035,绿色金融,保护环境，支持绿色发展  ...................................................................................................19,1,7,90,ok
2025-1225048035,消费者权益保护,包含'消费者权益'的章节,1,7,90,ok
2025-1225048035,普惠金融,荣获中国经济时报社颁发的“2024 年度农村金融新闻,2,8,90,ok
2025-1225048035,乡村振兴,荣获中国经济时报社颁发的“2024 年度农村金融新闻,2,8,90,ok
2021-1212897906,风险管理,强化风险管理，审慎合规经营,2,8,86,ok
2021-1212897906,公司治理,强化风险管理，审慎合规经营,2,8,86,ok
2021-1212897906,绿色金融,发展绿色金融，助力“双碳”目标,2,8,86,ok
2021-1212897906,消费者权益保护,保护消费者权益，提升服务体验,2,8,86,ok
2021-1212897906,普惠金融,践行普惠金融，促进共同富裕,2,8,86,ok
2021-1212897906,乡村振兴,包含'农业产业化'的章节,8,14,86,ok
2022-1216586596,风险管理,强化风险管理，坚持稳健经营,2,8,90,ok
2022-1216586596,公司治理,完善信息披露，保护投资者权益,2,8,90,ok
2022-1216586596,绿色金融,完善顶层设计，助力绿色转型,2,8,90,ok
2022-1216586596,消费者权益保护,保护消费者权益，提升服务体验,2,8,90,ok
2022-1216586596,普惠金融,践行普惠金融，促进共同富裕,2,8,90,ok
2022-1216586596,乡村振兴,包含'乡村振兴'的章节,3,9,90,ok
2023-1219833470,风险管理,完善风险管理........................................................... 81,2,8,84,ok
2023-1219833470,公司治理,确保合规运营........................................................... 82,2,8,84,ok
2023-1219833470,绿色金融,创新绿色金融产品,6,12,84,ok
2023-1219833470,消费者权益保护,隐私与数据安全,12,18,84,ok
2023-1219833470,普惠金融,践行普惠金融...................................................................... 46,2,8,84,ok
2023-1219833470,乡村振兴,实施“产业贷款提升”工程，支持乡村振兴重点领域,10,16,84,ok
2024-1223143261,风险管理,包含'风险管理体系'的章节,4,10,89,ok
2024-1223143261,公司治理,包含'审计委员会'的章节,19,25,89,ok
2024-1223143261,绿色金融,加大绿色转型投融资力度：重点投向节能环保、清洁能源和,6,12,89,ok
2024-1223143261,消费者权益保护,包含'消费者权益'的章节,2,8,89,ok
2024-1223143261,普惠金融,包含'个体工商户'的章节,12,18,89,ok
2024-1223143261,乡村振兴,包含'乡村振兴'的章节,4,10,89,ok
2025-1225247488,风险管理,包含'风险管理体系'的章节,1,7,92,ok
2025-1225247488,公司治理,环境合规管理,5,11,92,ok
2025-1225247488,绿色金融,循环经济,5,11,92,ok
2025-1225247488,消费者权益保护,数据安全与客户隐私保护,5,11,92,ok
2025-1225247488,普惠金融,平等对待中小企业,5,11,92,ok
2025-1225247488,乡村振兴,乡村振兴,5,11,92,ok
2021-1212942447,风险管理,包含'风险管理体系'的章节,2,8,75,ok
2021-1212942447,公司治理,包含'公司治理结构'的章节,4,10,75,ok
2021-1212942447,绿色金融,绿色发展，助力双碳目标 ........................................................................................ 23,1,7,75,ok
2021-1212942447,消费者权益保护,数智赋能，优化客户服务 ........................................................................................ 30,2,8,75,ok
2021-1212942447,普惠金融,包含'中小企业融资'的章节,6,12,75,ok
2021-1212942447,乡村振兴,包含'乡村振兴'的章节,1,7,75,ok
2022-1216586604,风险管理,包含'风险管理体系'的章节,4,10,87,ok
2022-1216586604,公司治理,27 万；举办第一届主题为“内控促进发展 合规创造价值”的内控合规知识竞赛，以赛促,4,10,87,ok
2022-1216586604,绿色金融,低碳发展，守护生态文明.......................................................................................................32,2,8,87,ok
2022-1216586604,消费者权益保护,数智赋能，提升客户服务.......................................................................................................39,2,8,87,ok
2022-1216586604,普惠金融,包含'中小企业融资'的章节,7,13,87,ok
2022-1216586604,乡村振兴,包含'乡村振兴'的章节,2,8,87,ok
2023-1219702551,风险管理,包含'风险管理体系'的章节,4,10,81,ok
2023-1219702551,公司治理,包含'公司治理结构'的章节,4,10,81,ok
2023-1219702551,绿色金融,包含'环境信息披露'的章节,1,7,81,ok
2023-1219702551,消费者权益保护,包含'消费者权益'的章节,3,9,81,ok
2023-1219702551,普惠金融,包含'普惠金融'的章节,1,7,81,ok
2023-1219702551,乡村振兴,包含'乡村振兴'的章节,2,8,81,ok
2024-1223072723,风险管理,包含'风险管理体系'的章节,15,21,91,ok
2024-1223072723,公司治理,您认为我们在公司治理方面做得如何？,18,24,91,ok
2024-1223072723,绿色金融,您对我们履行 ESG 及本报告有何意见和建议：,18,24,91,ok
2024-1223072723,消费者权益保护,包含'消费者权益'的章节,1,7,91,ok
2024-1223072723,普惠金融,包含'个体工商户'的章节,18,24,91,ok
2024-1223072723,乡村振兴,包含'乡村振兴'的章节,1,7,91,ok
2025-1225157186,风险管理,包含'风险管理体系'的章节,2,8,79,ok
2025-1225157186,公司治理,包含'投资者关系'的章节,15,21,79,ok
2025-1225157186,绿色金融,直属分支机构主要负责人对机构绿色金融工作承担主体责任，由机构公司,4,10,79,ok
2025-1225157186,消费者权益保护,包含'消费者权益'的章节,1,7,79,ok
2025-1225157186,普惠金融,06%，高于全行各项贷款增速 1.03 个百分点，普惠型小微企业贷款户数 14.07 万户，较年初增,7,13,79,ok
2025-1225157186,乡村振兴,包含'乡村振兴'的章节,1,7,79,ok
2021-1213224935,风险管理,包含'风险管理体系'的章节,8,14,80,ok
2021-1213224935,公司治理,监事会,3,9,80,ok
2021-1213224935,绿色金融,包含'绿色金融'的章节,1,7,80,ok
2021-1213224935,消费者权益保护,包含'消费者权益'的章节,2,8,80,ok
2021-1213224935,普惠金融,包含'普惠金融'的章节,1,7,80,ok
2021-1213224935,乡村振兴,包含'乡村振兴'的章节,1,7,80,ok
2022-1216664125,风险管理,完善全面风险管理体系,3,9,82,ok
2022-1216664125,公司治理,完善三会一层履职,3,9,82,ok
2022-1216664125,绿色金融,SH2022年度社会责任报告CORPORATE SOCIAL RESPONSIBILITY REPORT 2022,1,7,82,ok
2022-1216664125,消费者权益保护,包含'消费者权益'的章节,1,7,82,ok
2022-1216664125,普惠金融,59%，其中，普惠型小微企业贷款余额 59.42 亿元，较年初增加 11.24 亿元，,7,13,82,ok
2022-1216664125,乡村振兴,包含'乡村振兴'的章节,1,7,82,ok
2023-1219916502,风险管理,完善全面风险管理体系,3,9,75,ok
2023-1219916502,公司治理,深化公司治理,1,7,75,ok
2023-1219916502,绿色金融,发展绿色金融,1,7,75,ok
2023-1219916502,消费者权益保护,保护客户权益,1,7,75,ok
2023-1219916502,普惠金融,包含'普惠金融'的章节,1,7,75,ok
2023-1219916502,乡村振兴,包含'乡村振兴'的章节,1,7,75,ok
2024-1223421244,风险管理,包含'风险管理体系'的章节,8,14,76,ok
2024-1223421244,公司治理,包含'投资者关系'的章节,9,15,76,ok
2024-1223421244,绿色金融,75%；成功发行绿色金融债券 15 亿元。同时，积极践行绿色运营理念，将绿色办公融入日常管理，以实际行动推,1,7,76,ok
2024-1223421244,消费者权益保护,包含'消费者权益'的章节,6,12,76,ok
2024-1223421244,普惠金融,包含'普惠金融'的章节,1,7,76,ok
2024-1223421244,乡村振兴,包含'农业产业化'的章节,4,10,76,ok
2025-1225151615,风险管理,包含'风险管理体系'的章节,1,7,93,ok
2025-1225151615,公司治理,包含'投资者关系'的章节,1,7,93,ok
2025-1225151615,绿色金融,SH环境、社会及治理暨社会责任报告,1,7,93,ok
2025-1225151615,消费者权益保护,包含'消费者权益'的章节,2,8,93,ok
2025-1225151615,普惠金融,包含'个体工商户'的章节,1,7,93,ok
2025-1225151615,乡村振兴,包含'乡村振兴'的章节,1,7,93,ok
2021-1212795741,风险管理,持续推进智能风控建设，坚持优化信贷投向，强化统一授信。提升社会和环境风险管理水平，不断加强对环境与社,18,24,84,ok
2021-1212795741,公司治理,对标负责任银行的六项原则，在经营中融入可持续发展理念，促进可持续金融的持续发展。不断完善环境信息披露,17,23,84,ok
2021-1212795741,绿色金融,加快推进绿色金融发展，不断完善绿色金融顶层设计，持续推进绿色金融产品创新，积极引导资金流向绿色环保的,17,23,84,ok
2021-1212795741,消费者权益保护,3. 保障信息数据安全,1,7,84,ok
2021-1212795741,普惠金融,包含'个体工商户'的章节,10,16,84,ok
2021-1212795741,乡村振兴,包含'乡村振兴'的章节,2,8,84,ok
2022-1216706740,风险管理,6全面风险管理,1,7,83,ok
2022-1216706740,公司治理,行稳致远，夯实公司治理,1,7,83,ok
2022-1216706740,绿色金融,推进绿色金融发展规划工作，制定可行的绿色金融基础管理、制度流程、产品服务、业务策略、系统,22,28,83,ok
2022-1216706740,消费者权益保护,消费者权益保护 + 员工权益保护,19,25,83,ok
2022-1216706740,普惠金融,4.1 普惠金融,10,16,83,ok
2022-1216706740,乡村振兴,创新金融形式服务社会，对于乡村振兴、公益慈善、普惠等具有社会责任意义的议题，因地制宜、因,22,28,83,ok
2023-1219877711,风险管理,7全面风险管理,1,7,84,ok
2023-1219877711,公司治理,2完善公司治理,1,7,84,ok
2023-1219877711,绿色金融,深耕绿色金融发展，围绕应对气候变化、保护生物多样性等重大议题，大力支持绿色产业发展和高碳行,34,40,84,ok
2023-1219877711,消费者权益保护,消费者权益保护、员工权益保护,31,37,84,ok
2023-1219877711,普惠金融,坚持金融服务社会民生，通过深耕普惠金融和科创金融，大力支持乡村振兴、中小企业和民营企业发,34,40,84,ok
2023-1219877711,乡村振兴,坚持金融服务社会民生，通过深耕普惠金融和科创金融，大力支持乡村振兴、中小企业和民营企业发,34,40,84,ok
2024-1223197842,风险管理,“1”指战略规划，“3”指围绕支持绿色发展、ESG 风险防范、全行绿色运营三个领域构建全行工作实施方案，“X”指全行各部门,1,7,84,ok
2024-1223197842,公司治理,包含'公司治理'的章节,7,13,84,ok
2024-1223197842,绿色金融,绿色工厂贷：加速绿色制造发展，优化绿色金融服务,4,10,84,ok
2024-1223197842,消费者权益保护,包含'客户服务'的章节,2,8,84,ok
2024-1223197842,普惠金融,包含'中小企业'的章节,7,13,84,ok
2024-1223197842,乡村振兴,包含'农业'的章节,2,8,84,ok
2025-1225157420,风险管理,强化信息科技风险管理：提升风险防控能力,5,11,75,ok
2025-1225157420,公司治理,数据治理：保障数据安全合规,5,11,75,ok
2025-1225157420,绿色金融,锚定低碳发展目标，创新碳挂钩信贷产品,7,13,75,ok
2025-1225157420,消费者权益保护,数据治理：保障数据安全合规,5,11,75,ok
2025-1225157420,普惠金融,包含'中小企业融资'的章节,9,15,75,ok
2025-1225157420,乡村振兴,"""发行全国首单“绿色+两新+乡村振兴""""三贴标债券""",7,13,75,ok
2021-1212749302,风险管理,包含'风险管理体系'的章节,3,9,89,ok
2021-1212749302,公司治理,包含'投资者关系'的章节,5,11,89,ok
2021-1212749302,绿色金融,二氧化硫排放主要来自于公车耗油，二氧化硫排放数据根据中国环境保护部刊发的《道路机动车大气污染物排放清,12,18,89,ok
2021-1212749302,消费者权益保护,包含'消费者权益'的章节,2,8,89,ok
2021-1212749302,普惠金融,包含'个体工商户'的章节,8,14,89,ok
2021-1212749302,乡村振兴,包含'农业产业化'的章节,6,12,89,ok
2022-1216275742,风险管理,包含'风险管理体系'的章节,2,8,88,ok
2022-1216275742,公司治理,包含'审计委员会'的章节,2,8,88,ok
2022-1216275742,绿色金融,：社会责任》以及《〈公司履行社会责任的报告〉编制指引》、香港联合交易所的,1,7,88,ok
2022-1216275742,消费者权益保护,包含'消费者权益'的章节,2,8,88,ok
2022-1216275742,普惠金融,包含'个体工商户'的章节,7,13,88,ok
2022-1216275742,乡村振兴,包含'乡村振兴'的章节,1,7,88,ok
2023-1219448302,风险管理,包含'风险管理体系'的章节,1,7,79,ok
2023-1219448302,公司治理,包含'投资者关系'的章节,4,10,79,ok
2023-1219448302,绿色金融,82亿元，较年初净增132.67亿元，增幅为27.23%。绿色金融占比10.16%，较年初提升,10,16,79,ok
2023-1219448302,消费者权益保护,包含'消费者权益'的章节,2,8,79,ok
2023-1219448302,普惠金融,69%，增量、存量均居全市第一。小微企业金融服务监管评价保持“一级”，荣获“2022年度,7,13,79,ok
2023-1219448302,乡村振兴,包含'乡村振兴'的章节,1,7,79,ok
2024-1222896101,风险管理,包含'风险管理体系'的章节,1,7,86,ok
2024-1222896101,公司治理,包含'公司治理结构'的章节,17,23,86,ok
2024-1222896101,绿色金融,您对本行社会责任工作和本报告还有哪些意见和建议？,23,29,86,ok
2024-1222896101,消费者权益保护,5万人。2024年反假货币宣传月丰富了群众货币金融知识，有效增强了群众反假货币意,18,24,86,ok
2024-1222896101,普惠金融,包含'中小企业融资'的章节,10,16,86,ok
2024-1222896101,乡村振兴,包含'乡村振兴'的章节,1,7,86,ok
2025-1225032225,风险管理,包含'风险管理体系'的章节,4,10,90,ok
2025-1225032225,公司治理,以上修订《公司章程》和《董事会议事规则》将于修订后的《公司章程》获国家金融监督管理总局重庆监管局核准之日起生效。,3,9,90,ok
2025-1225032225,绿色金融,依据《中国人民银行、金融监管总局、中国证监会关于印发<绿色金融支持项目目录(2025年版)>的通知》，2025年采用新规口径统计。,22,28,90,ok
2025-1225032225,消费者权益保护,96万人，有效增强了群众反假货币意识，丰富了货币金融知识，提升了,20,26,90,ok
2025-1225032225,普惠金融,包含'个体工商户'的章节,9,15,90,ok
2025-1225032225,乡村振兴,包含'乡村振兴'的章节,1,7,90,ok
2021-1212740956,绿色金融,Your overall assessment of the ESG Report 2021:,39,45,75,ok
2022-1216200170,风险管理,包含'流动性风险'的章节,2,8,76,ok
2022-1216200170,公司治理,包含'薪酬委员会'的章节,2,8,76,ok
2022-1216200170,绿色金融,您对 2022 年企业社会责任报告的综合评价：,12,18,76,ok
2022-1216200170,消费者权益保护,包含'消费者权益'的章节,2,8,76,ok
2022-1216200170,普惠金融,包含'个体工商户'的章节,6,12,76,ok
2022-1216200170,乡村振兴,76%，助力推动辖内农业农村现代化发展，进一步实现乡村振兴。,5,11,76,ok
2023-1219375028,绿色金融,包含'ESG'的章节,1,7,76,ok
2024-1222926504,绿色金融,What are your opinions and suggestions for our ESG performance and this report?,80,86,91,ok
2025-1225168991,风险管理,包含'全面风险管理'的章节,3,9,94,ok
2025-1225168991,公司治理,您认为我们在公司治理方面做得如何？,26,32,94,ok
2025-1225168991,绿色金融,您对我们履行 ESG 及本报告有何意见和建议：,26,32,94,ok
2025-1225168991,消费者权益保护,包含'消费者权益'的章节,5,11,94,ok
2025-1225168991,普惠金融,包含'个体工商户'的章节,3,9,94,ok
2025-1225168991,乡村振兴,"""47 万元，其中乡村振兴投入 20 万元，志愿服务时长 1","276.5 小时，累计献血 831 人次。""",25,94,ok
2021-1212671858,风险管理,包含'风险管理体系'的章节,5,11,82,ok
2021-1212671858,公司治理,1 机构符合负责任原则的公司治理结构、政策框,22,28,82,ok
2021-1212671858,绿色金融,2 银行的商业战略与社会可持续发展目标的契合,22,28,82,ok
2021-1212671858,消费者权益保护,包含'消费者权益'的章节,1,7,82,ok
2021-1212671858,普惠金融,包含'个体工商户'的章节,3,9,82,ok
2021-1212671858,乡村振兴,包含'农业产业化'的章节,10,16,82,ok
2022-1216279419,风险管理,包含'风险管理体系'的章节,7,13,84,ok
2022-1216279419,公司治理,您对兴业银行在公司治理方面的评价如何：,30,36,84,ok
2022-1216279419,绿色金融,您认为兴业银行可持续发展报告编制整体质量如何：,30,36,84,ok
2022-1216279419,消费者权益保护,包含'消费者权益'的章节,4,10,84,ok
2022-1216279419,普惠金融,8 万户中小微企业、个体工商户提供延期还本付,4,10,84,ok
2022-1216279419,乡村振兴,包含'乡村振兴'的章节,1,7,84,ok
2023-1219445712,风险管理,包含'风险管理体系'的章节,5,11,75,ok
2023-1219445712,公司治理,您对兴业银行在公司治理方面的评价如何：,39,45,75,ok
2023-1219445712,绿色金融,“本信托产品将使用中证 ESG 指数以及富时罗素 ESG 评级体系，作为 ESG 证券的,18,24,75,ok
2023-1219445712,消费者权益保护,66%，对客户服务中心整体服务满意率 90.41%，对客服代表服务满意率 98.6%。,24,30,75,ok
2023-1219445712,普惠金融,包含'个体工商户'的章节,14,20,75,ok
2023-1219445712,乡村振兴,包含'乡村振兴'的章节,2,8,75,ok
2024-1222927162,风险管理,2 全面风险管理 .................................................. 36,1,7,82,ok
2024-1222927162,公司治理,您对兴业银行在公司治理方面的评价如何：,67,73,82,ok
2024-1222927162,绿色金融,2 发展绿色金融 .................................................. 90,1,7,82,ok
2024-1222927162,消费者权益保护,4 数据安全与隐私保护 ........................................... 139,1,7,82,ok
2024-1222927162,普惠金融,2 发力普惠金融 ................................................. 170,1,7,82,ok
2024-1222927162,乡村振兴,3 推进乡村振兴 ................................................. 176,1,7,82,ok
2025-1225039296,风险管理,3 深化全面风险管理*,1,7,77,ok
2025-1225039296,公司治理,2 优化公司治理体系,1,7,77,ok
2025-1225039296,绿色金融,2 持续深耕绿色金融*,1,7,77,ok
2025-1225039296,消费者权益保护,04亿元，近三个年度信息安全投入合计达3.58亿元，充分保障本行数据安全和隐私保护工,60,66,77,ok
2025-1225039296,普惠金融,3 优化普惠金融供给*,1,7,77,ok
2025-1225039296,乡村振兴,包含'乡村振兴'的章节,2,8,77,ok
2021-1213270798,风险管理,包含'全面风险管理'的章节,46,52,76,ok
2021-1213270798,绿色金融,包含'ESG'的章节,14,20,76,ok
2021-1214474230,风险管理,包含'风险管理体系'的章节,42,48,75,ok
2021-1214474230,公司治理,您对北京银行在公司治理方面实践的评价：,68,74,75,ok
2021-1214474230,绿色金融,2 亿元，增幅 82.1%，累计服务客户数超千户，其中清洁能源产业贷款同比增,59,65,75,ok
2021-1214474230,消费者权益保护,包含'消费者权益'的章节,28,34,75,ok
2021-1214474230,普惠金融,包含'个体工商户'的章节,19,25,75,ok
2021-1214474230,乡村振兴,包含'乡村振兴'的章节,9,15,75,ok
2022-1216358080,风险管理,包含'风险管理体系'的章节,3,9,94,ok
2022-1216358080,公司治理,您对北京银行在公司治理方面实践的评价 ：,23,29,94,ok
2022-1216358080,绿色金融,23亿元 ；水污染治理、生态环保建设、绿道等专项地方债合计16只，余额15.21亿元 ；绿色企业债一只，余,13,19,94,ok
2022-1216358080,消费者权益保护,包含'消费者权益'的章节,8,14,94,ok
2022-1216358080,普惠金融,包含'个体工商户'的章节,6,12,94,ok
2022-1216358080,乡村振兴,包含'乡村振兴'的章节,2,8,94,ok
2023-1219583298,风险管理,包含'风险管理体系'的章节,2,8,88,ok
2023-1219583298,公司治理,您对北京银行在公司治理方面实践的评价 ：,31,37,88,ok
2023-1219583298,绿色金融,绿色金融业务,28,34,88,ok
2023-1219583298,消费者权益保护,消费者权益保护情况,29,35,88,ok
2023-1219583298,普惠金融,50%。普惠型小微企业贷款户数34.9万户，较年初增4.97万户，增幅,11,17,88,ok
2023-1219583298,乡村振兴,包含'乡村振兴'的章节,1,7,88,ok
2024-1223096753,风险管理,包含'风险管理体系'的章节,6,12,90,ok
2024-1223096753,公司治理,您对北京银行在公司治理方面实践的评价：,27,33,90,ok
2024-1223096753,绿色金融,您对改善和提高北京银行践行 ESG 发展理念和本报告的其他意见和建议：,27,33,90,ok
2024-1223096753,消费者权益保护,包含'消费者权益'的章节,1,7,90,ok
